MJD	sv	C1	P1	P2	elevation
60544.22569	G03	-108.80	-108.56	-109.17	67.7
60544.22569	G02	-109.45	-109.20	-111.02	38.5
60544.22917	G31	-109.70	-109.31	-108.76	37.6
60544.22917	G02	-110.20	-109.69	-109.11	36.1
60544.22917	G03	-109.68	-109.40	-108.88	68.2
60544.22917	G04	-108.68	-108.36	-108.36	68.5
60544.22917	G06	-110.06	-110.19	-106.72	16.7
60544.22917	G09	-109.16	-108.96	-108.84	37.0
60544.22917	G21	-109.07	-108.93	-108.59	21.1
60544.22917	G26	-110.61	-110.66	-109.30	12.7
60544.23264	G21	-109.48	-109.32	-111.87	18.8
60544.23264	G06	-112.13	-111.77	-108.69	18.5
60544.23264	G31	-109.58	-109.39	-108.05	36.1
60544.23264	G26	-108.46	-108.38	-109.01	13.4
60544.23264	G02	-110.50	-109.98	-106.89	33.6
60544.23264	G09	-109.45	-109.03	-108.95	38.5
60544.23264	G04	-109.76	-109.46	-108.13	68.9
60544.23264	G03	-109.39	-109.20	-108.51	68.6
60544.23611	G31	-109.60	-109.32	-109.74	34.5
60544.23611	G26	-110.06	-109.60	-108.87	14.0
60544.23611	G21	-109.85	-109.67	-108.35	16.6
60544.23611	G06	-110.57	-110.20	-109.42	20.4
60544.23611	G04	-109.44	-109.06	-108.35	69.1
60544.23611	G03	-109.76	-109.39	-108.95	68.8
60544.23611	G02	-109.05	-108.60	-107.64	31.3
60544.23611	G09	-110.23	-109.64	-108.04	39.9
60544.23958	G31	-109.52	-109.38	-108.84	32.9
60544.23958	G26	-110.62	-110.23	-109.63	14.6
60544.23958	G21	-108.36	-108.24	-108.57	14.4
60544.23958	G02	-109.35	-109.23	-107.84	28.9
60544.23958	G06	-111.10	-111.00	-110.02	22.1
60544.23958	G04	-109.70	-109.38	-108.68	69.2
60544.23958	G03	-109.30	-108.84	-108.87	68.9
60544.23958	G09	-109.40	-108.92	-106.19	41.4
60544.24306	G31	-110.36	-109.83	-109.04	31.2
60544.24306	G21	-109.09	-108.88	-106.36	12.3
60544.24306	G16	-109.95	-107.45	-108.59	10.2
60544.24306	G26	-110.02	-109.87	-108.79	15.1
60544.24306	G06	-109.86	-109.64	-109.03	23.9
60544.24306	G04	-108.18	-107.93	-109.01	69.1
60544.24306	G03	-109.11	-108.66	-108.72	68.7
60544.24306	G02	-108.59	-108.69	-108.32	26.6
60544.24306	G09	-110.53	-110.12	-108.55	42.8
60544.24653	G31	-110.13	-109.62	-109.50	29.5
60544.24653	G26	-109.59	-109.33	-107.77	15.5
60544.24653	G21	-112.82	-113.97	-107.86	10.6
60544.24653	G16	-110.26	-108.14	-112.33	10.9
60544.24653	G07	-108.91	-108.44	-107.32	14.6
60544.24653	G06	-110.86	-110.50	-106.41	25.6
60544.24653	G04	-109.26	-108.98	-107.66	68.7
60544.24653	G03	-109.43	-109.08	-109.36	68.4
60544.24653	G02	-109.93	-110.32	-107.33	24.4
60544.24653	G09	-109.67	-109.35	-107.42	44.2
60544.25000	G16	-109.38	-108.93	-109.37	12.1
60544.25000	G26	-109.59	-109.38	-108.47	15.8
60544.25000	G31	-108.82	-108.36	-108.38	27.8
60544.25000	G09	-109.33	-108.78	-108.59	45.6
60544.25000	G04	-108.96	-108.66	-108.96	68.3
60544.25000	G06	-110.27	-110.02	-108.11	27.3
60544.25000	G03	-109.27	-108.91	-109.50	67.9
60544.25000	G02	-110.00	-110.08	-108.29	22.2
60544.25000	G07	-110.08	-109.52	-108.77	16.7
60544.25347	G31	-109.44	-108.78	-110.31	26.0
60544.25347	G26	-110.73	-110.72	-109.41	16.0
60544.25347	G16	-111.38	-111.16	-107.19	13.3
60544.25347	G09	-110.23	-109.85	-109.89	46.9
60544.25347	G07	-108.67	-108.61	-109.60	18.8
60544.25347	G04	-110.01	-109.65	-108.74	67.6
60544.25347	G03	-109.26	-108.85	-108.95	67.1
60544.25347	G02	-108.42	-108.18	-108.61	20.0
60544.25347	G06	-110.09	-109.91	-109.74	28.9
60544.25694	G09	-109.35	-109.07	-108.86	48.2
60544.25694	G26	-110.23	-109.98	-109.16	16.2
60544.25694	G16	-110.50	-109.73	-110.47	14.4
60544.25694	G07	-110.58	-110.76	-109.31	21.0
60544.25694	G31	-110.58	-109.97	-110.26	24.2
60544.25694	G04	-108.70	-108.35	-108.23	66.9
60544.25694	G03	-109.26	-108.95	-108.37	66.2
60544.25694	G02	-108.50	-108.16	-108.87	17.8
60544.25694	G06	-109.93	-109.84	-108.69	30.4
60544.26042	G26	-110.79	-110.30	-108.75	16.3
60544.26042	G16	-109.48	-108.73	-109.51	15.5
60544.26042	G31	-109.54	-109.21	-108.20	22.3
60544.26042	G07	-109.62	-109.43	-107.51	23.1
60544.26042	G09	-109.83	-109.56	-108.64	49.5
60544.26042	G06	-110.24	-110.27	-109.93	31.9
60544.26042	G04	-109.17	-108.92	-107.88	66.0
60544.26042	G03	-109.07	-108.75	-108.18	65.2
60544.26042	G02	-109.69	-109.59	-111.22	15.7
60544.26389	G31	-109.37	-109.10	-110.52	20.5
60544.26389	G26	-110.55	-110.01	-109.53	16.3
60544.26389	G16	-108.55	-108.01	-109.14	16.6
60544.26389	G09	-109.24	-108.89	-109.28	50.7
60544.26389	G07	-109.92	-109.57	-108.17	25.3
60544.26389	G06	-110.23	-110.13	-109.90	33.3
60544.26389	G04	-109.38	-109.18	-108.45	65.0
60544.26389	G03	-109.45	-109.19	-108.58	64.0
60544.26389	G02	-109.99	-109.96	-110.96	13.6
60544.26736	G31	-109.31	-108.44	-109.52	18.6
60544.26736	G26	-110.00	-109.48	-110.52	16.1
60544.26736	G16	-109.47	-109.48	-108.48	17.6
60544.26736	G09	-109.30	-108.86	-109.23	51.9
60544.26736	G06	-109.22	-109.30	-108.89	34.6
60544.26736	G04	-109.85	-109.69	-109.19	64.0
60544.26736	G03	-108.83	-108.74	-108.24	62.7
60544.26736	G02	-111.03	-111.41	-108.41	11.6
60544.26736	G07	-109.67	-109.17	-108.14	27.5
60544.27083	G02	-110.22	-110.44	-107.09	10.4
60544.27083	G03	-109.77	-109.59	-108.16	61.2
60544.27083	G04	-109.72	-109.48	-107.95	62.9
60544.27083	G06	-110.78	-110.69	-108.35	35.8
60544.27083	G07	-109.43	-108.89	-110.06	29.8
60544.27083	G09	-109.20	-108.75	-108.73	53.1
60544.27083	G16	-109.90	-109.40	-109.22	18.6
60544.27083	G26	-109.13	-108.69	-107.79	15.9
60544.27083	G31	-110.97	-109.21	-110.74	16.8
60544.27431	G26	-109.82	-109.84	-108.52	15.6
60544.27431	G31	-107.96	-106.59	-106.65	14.9
60544.27431	G16	-109.71	-109.26	-107.64	19.5
60544.27431	G09	-110.13	-109.92	-108.18	54.2
60544.27431	G06	-110.97	-110.85	-108.16	36.8
60544.27431	G04	-109.94	-109.80	-108.88	61.7
60544.27431	G03	-110.20	-109.90	-108.45	59.7
60544.27431	G07	-109.00	-108.66	-109.15	32.1
60544.27778	G03	-109.93	-109.77	-108.74	58.1
60544.27778	G04	-109.25	-108.96	-108.47	60.5
60544.27778	G06	-110.09	-109.79	-106.91	37.8
60544.27778	G07	-109.23	-108.84	-109.21	34.4
60544.27778	G09	-109.71	-109.42	-108.34	55.3
60544.27778	G16	-109.70	-109.02	-108.72	20.4
60544.27778	G26	-110.04	-110.10	-107.49	15.2
60544.27778	G31	-109.02	-109.27	-107.87	13.0
60544.28125	G16	-110.40	-109.82	-109.42	21.1
60544.28125	G31	-108.27	-107.95	-110.26	11.2
60544.28125	G26	-109.13	-109.46	-110.03	14.8
60544.28125	G09	-109.77	-109.62	-108.48	56.3
60544.28125	G07	-109.60	-109.28	-109.91	36.6
60544.28125	G06	-111.01	-110.61	-107.88	38.6
60544.28125	G04	-109.69	-109.38	-109.12	59.3
60544.28125	G03	-109.18	-109.15	-109.48	56.4
60544.28472	G03	-110.14	-110.04	-109.15	54.6
60544.28472	G04	-109.94	-109.62	-108.70	58.0
60544.28472	G06	-110.44	-110.26	-109.49	39.2
60544.28472	G07	-110.04	-109.60	-109.80	39.0
60544.28472	G09	-109.63	-109.41	-108.66	57.3
60544.28472	G16	-109.84	-109.48	-108.41	21.8
60544.28472	G26	-109.57	-109.60	-109.35	14.2
60544.28472	G31	-110.37	-110.16	-112.14	10.1
60544.28819	G11	-109.74	-109.71	-113.59	10.5
60544.28819	G09	-109.14	-108.91	-107.89	58.2
60544.28819	G07	-108.96	-108.72	-107.54	41.3
60544.28819	G16	-110.06	-109.62	-108.41	22.4
60544.28819	G04	-108.74	-108.37	-108.81	56.7
60544.28819	G03	-109.70	-109.50	-108.96	52.7
60544.28819	G06	-110.82	-110.71	-109.40	39.7
60544.28819	G26	-109.74	-108.99	-108.21	13.5
60544.29167	G26	-109.80	-108.89	-109.20	12.8
60544.29167	G16	-110.26	-109.95	-109.93	23.0
60544.29167	G09	-109.57	-109.34	-109.01	59.0
60544.29167	G11	-109.04	-108.70	-113.38	11.8
60544.29167	G06	-110.69	-110.26	-107.78	40.1
60544.29167	G07	-109.99	-109.98	-107.88	43.7
60544.29167	G04	-110.10	-109.80	-108.98	55.4
60544.29167	G03	-108.87	-108.63	-108.41	50.9
60544.29514	G26	-109.96	-109.92	-108.23	11.9
60544.29514	G16	-109.23	-108.74	-109.17	23.4
60544.29514	G11	-111.09	-111.08	-110.66	13.2
60544.29514	G09	-109.67	-109.24	-108.65	59.9
60544.29514	G07	-110.06	-109.74	-108.74	46.0
60544.29514	G06	-110.02	-109.55	-107.28	40.3
60544.29514	G04	-109.38	-109.12	-109.02	54.1
60544.29514	G03	-108.38	-108.12	-109.96	48.9
60544.29861	G26	-110.07	-110.49	-110.02	11.0
60544.29861	G16	-109.08	-108.80	-108.99	23.8
60544.29861	G11	-110.02	-110.25	-108.97	14.5
60544.29861	G09	-109.77	-109.41	-108.51	60.6
60544.29861	G06	-109.12	-108.51	-106.92	40.3
60544.29861	G04	-109.54	-109.15	-109.20	52.8
60544.29861	G03	-109.47	-109.10	-109.25	47.0
60544.29861	G07	-109.98	-109.63	-108.91	48.4
60544.30208	G26	-110.47	-111.12	-111.36	10.3
60544.30208	G16	-108.60	-108.55	-108.22	24.0
60544.30208	G11	-109.40	-109.27	-106.74	15.8
60544.30208	G09	-109.34	-109.02	-108.19	61.3
60544.30208	G06	-109.29	-108.79	-108.92	40.2
60544.30208	G04	-109.42	-108.98	-109.05	51.5
60544.30208	G03	-109.61	-109.20	-108.84	45.0
60544.30208	G07	-109.39	-108.86	-109.04	50.8
60544.30556	G03	-109.98	-109.67	-109.24	43.0
60544.30556	G04	-110.14	-109.88	-108.77	50.1
60544.30556	G06	-110.33	-110.06	-109.09	39.9
60544.30556	G07	-109.57	-109.24	-109.28	53.1
60544.30556	G09	-109.79	-109.41	-108.94	61.9
60544.30556	G11	-110.55	-110.19	-107.86	17.0
60544.30556	G16	-109.76	-109.51	-108.86	24.1
60544.30556	G30	-111.51	-111.84	-105.46	21.4
60544.30903	G11	-111.00	-110.57	-108.49	18.1
60544.30903	G30	-110.63	-110.43	-106.73	23.4
60544.30903	G16	-110.12	-109.82	-108.49	24.2
60544.30903	G09	-109.92	-109.58	-107.56	62.4
60544.30903	G03	-108.72	-108.58	-108.42	40.9
60544.30903	G06	-110.83	-110.52	-110.68	39.5
60544.30903	G04	-109.25	-109.22	-108.17	48.8
60544.30903	G07	-109.32	-109.05	-108.77	55.5
60544.31250	G03	-109.79	-109.48	-109.43	38.8
60544.31250	G04	-109.79	-109.67	-108.70	47.5
60544.31250	G06	-110.44	-110.20	-110.03	38.9
60544.31250	G07	-109.76	-109.32	-108.57	57.8
60544.31250	G09	-109.57	-109.28	-108.69	62.9
60544.31250	G11	-109.83	-109.56	-107.64	19.1
60544.31250	G16	-109.37	-108.73	-107.76	24.1
60544.31250	G30	-110.87	-110.67	-109.05	25.5
60544.31597	G30	-110.32	-110.19	-110.42	27.5
60544.31597	G11	-110.61	-110.31	-109.12	20.1
60544.31597	G09	-109.99	-109.79	-108.58	63.3
60544.31597	G16	-110.58	-110.30	-106.99	23.9
60544.31597	G06	-108.99	-108.70	-108.71	38.1
60544.31597	G04	-110.25	-110.12	-108.25	46.1
60544.31597	G03	-110.19	-110.01	-108.05	36.8
60544.31597	G07	-109.13	-108.84	-107.42	60.2
60544.31944	G30	-110.56	-110.40	-107.58	29.5
60544.31944	G16	-109.53	-109.27	-109.80	23.6
60544.31944	G09	-109.70	-109.31	-107.87	63.5
60544.31944	G11	-109.81	-109.38	-109.09	20.9
60544.31944	G06	-109.92	-109.47	-109.10	37.3
60544.31944	G04	-109.57	-109.34	-108.35	44.8
60544.31944	G03	-109.67	-109.37	-108.60	34.7
60544.31944	G07	-109.64	-109.38	-108.67	62.5
60544.32292	G16	-109.07	-109.21	-106.96	23.2
60544.32292	G03	-109.54	-109.32	-108.60	32.6
60544.32292	G04	-109.51	-109.18	-109.09	43.4
60544.32292	G06	-110.43	-110.00	-110.38	36.3
60544.32292	G07	-108.83	-108.51	-108.15	64.8
60544.32292	G09	-109.27	-108.97	-108.69	63.7
60544.32292	G11	-110.68	-110.25	-108.16	21.7
60544.32292	G30	-110.76	-110.57	-108.01	31.5
60544.32639	G20	-110.43	-110.55	-109.10	11.0
60544.32639	G16	-110.34	-110.39	-110.46	22.7
60544.32639	G30	-111.28	-110.87	-107.15	33.5
60544.32639	G09	-109.80	-109.58	-108.57	63.8
60544.32639	G11	-110.28	-109.95	-107.40	22.3
60544.32639	G06	-109.67	-109.49	-109.00	35.2
60544.32639	G04	-109.96	-109.58	-108.78	42.1
60544.32639	G03	-109.81	-109.62	-110.49	30.5
60544.32639	G07	-108.29	-108.17	-108.55	67.0
60544.32986	G09	-109.69	-109.52	-108.27	63.9
60544.32986	G03	-109.70	-109.53	-108.12	28.3
60544.32986	G04	-109.34	-109.20	-108.22	40.7
60544.32986	G06	-110.20	-110.29	-109.36	34.0
60544.32986	G07	-108.66	-108.53	-108.30	69.2
60544.32986	G11	-108.75	-108.24	-108.24	22.9
60544.32986	G16	-109.20	-108.56	-108.14	22.1
60544.32986	G20	-112.70	-113.64	-112.44	12.8
60544.32986	G30	-110.59	-110.20	-108.96	35.6
60544.33333	G20	-110.64	-111.59	-109.19	14.7
60544.33333	G30	-110.57	-110.26	-109.74	37.6
60544.33333	G16	-108.31	-107.51	-108.56	21.4
60544.33333	G11	-110.05	-109.26	-109.51	23.3
60544.33333	G09	-109.43	-109.24	-108.21	63.8
60544.33333	G07	-109.19	-108.97	-107.74	71.3
60544.33333	G06	-110.23	-110.34	-108.60	32.8
60544.33333	G04	-109.08	-108.80	-108.73	39.4
60544.33333	G03	-109.42	-109.28	-108.52	26.2
60544.33681	G30	-110.25	-110.13	-108.81	39.5
60544.33681	G20	-110.39	-110.54	-110.41	16.6
60544.33681	G16	-110.61	-110.69	-108.57	20.6
60544.33681	G11	-109.92	-109.39	-107.36	23.6
60544.33681	G09	-109.51	-109.14	-108.76	63.6
60544.33681	G07	-109.11	-108.94	-108.77	73.3
60544.33681	G06	-109.09	-108.94	-110.23	31.4
60544.33681	G04	-109.60	-109.47	-109.20	38.0
60544.33681	G03	-109.65	-109.05	-109.21	24.1
60544.34028	G30	-110.51	-110.05	-108.94	41.5
60544.34028	G20	-109.77	-109.12	-108.84	18.5
60544.34028	G16	-109.12	-109.70	-108.72	19.7
60544.34028	G11	-109.03	-109.23	-107.88	23.8
60544.34028	G09	-109.63	-109.32	-109.17	63.3
60544.34028	G07	-108.86	-108.52	-108.33	75.1
60544.34028	G06	-110.16	-109.99	-109.93	30.0
60544.34028	G04	-109.19	-108.76	-108.85	36.7
60544.34028	G03	-109.17	-108.71	-108.12	22.0
60544.34375	G16	-110.05	-110.19	-108.49	18.7
60544.34375	G20	-109.47	-109.10	-107.10	20.3
60544.34375	G30	-109.58	-109.13	-109.08	43.5
60544.34375	G11	-111.03	-111.53	-109.80	23.9
60544.34375	G03	-108.65	-108.05	-107.80	19.9
60544.34375	G07	-110.06	-109.78	-108.87	76.6
60544.34375	G06	-111.15	-110.84	-107.38	28.5
60544.34375	G04	-108.34	-107.83	-108.64	35.3
60544.34375	G09	-109.63	-109.40	-108.47	62.9
60544.34722	G20	-110.25	-109.96	-107.80	22.2
60544.34722	G16	-109.00	-108.69	-108.81	17.7
60544.34722	G11	-109.95	-109.95	-108.70	23.9
60544.34722	G09	-109.86	-109.61	-108.69	62.5
60544.34722	G30	-110.07	-109.81	-109.04	45.4
60544.34722	G06	-109.78	-109.33	-109.45	27.0
60544.34722	G04	-110.13	-109.93	-108.84	34.0
60544.34722	G03	-110.20	-109.72	-108.60	17.8
60544.34722	G07	-109.38	-109.15	-108.71	77.9
60544.35069	G30	-110.07	-109.96	-108.77	47.4
60544.35069	G20	-108.62	-107.93	-109.81	24.1
60544.35069	G16	-108.76	-108.06	-109.68	16.5
60544.35069	G11	-108.41	-108.57	-106.60	23.8
60544.35069	G09	-109.29	-108.84	-108.40	61.9
60544.35069	G06	-110.33	-109.93	-109.50	25.5
60544.35069	G04	-109.71	-109.17	-108.05	32.6
60544.35069	G03	-108.88	-108.71	-106.80	15.7
60544.35069	G07	-109.56	-109.36	-108.36	78.7
60544.35417	G14	-111.58	-109.84	-115.06	10.2
60544.35417	G20	-108.78	-108.23	-108.22	26.0
60544.35417	G16	-109.82	-109.23	-110.39	15.3
60544.35417	G11	-109.73	-109.22	-110.44	23.5
60544.35417	G30	-109.84	-109.84	-109.43	49.3
60544.35417	G07	-109.46	-109.22	-109.02	79.1
60544.35417	G06	-109.16	-108.53	-108.77	23.9
60544.35417	G04	-110.23	-109.79	-108.61	31.2
60544.35417	G03	-109.05	-109.08	-108.72	13.7
60544.35417	G09	-109.70	-109.27	-108.72	61.3
60544.35764	G30	-109.56	-109.40	-108.95	51.1
60544.35764	G20	-107.45	-106.97	-109.98	27.8
60544.35764	G16	-109.21	-108.83	-108.92	14.1
60544.35764	G14	-108.64	-107.92	-110.18	11.4
60544.35764	G11	-108.36	-107.71	-108.54	23.2
60544.35764	G06	-109.09	-108.56	-110.28	22.3
60544.35764	G07	-108.83	-108.58	-108.68	78.9
60544.35764	G09	-109.78	-109.50	-108.92	60.5
60544.35764	G04	-109.48	-109.39	-110.23	29.9
60544.36111	G04	-110.05	-110.05	-110.12	28.5
60544.36111	G06	-109.36	-108.85	-109.26	20.7
60544.36111	G07	-109.43	-109.12	-108.30	78.2
60544.36111	G09	-109.73	-109.57	-109.60	59.7
60544.36111	G11	-109.48	-108.87	-105.69	22.8
60544.36111	G14	-108.16	-107.46	-109.10	13.5
60544.36111	G16	-109.66	-109.69	-109.69	12.7
60544.36111	G20	-109.14	-108.55	-108.24	29.6
60544.36111	G30	-109.43	-109.28	-109.36	52.9
60544.36458	G14	-110.39	-109.78	-107.89	15.5
60544.36458	G30	-110.12	-109.95	-108.70	54.7
60544.36458	G20	-108.94	-108.18	-110.19	31.3
60544.36458	G16	-108.55	-108.68	-109.52	11.4
60544.36458	G09	-109.90	-109.78	-110.19	58.8
60544.36458	G07	-109.47	-109.16	-108.21	77.1
60544.36458	G04	-109.99	-109.76	-109.58	27.1
60544.36458	G11	-110.03	-109.27	-105.24	22.2
60544.36806	G11	-113.96	-113.44	-110.69	21.6
60544.36806	G04	-110.44	-110.55	-109.34	25.7
60544.36806	G07	-109.02	-108.60	-108.39	75.7
60544.36806	G09	-109.90	-109.81	-108.76	57.9
60544.36806	G14	-111.05	-110.69	-111.95	17.6
60544.36806	G16	-110.00	-109.16	-108.81	10.3
60544.36806	G20	-108.93	-108.13	-108.09	33.0
60544.36806	G30	-109.56	-109.38	-107.85	56.4
60544.37153	G14	-109.87	-109.68	-105.53	19.8
60544.37153	G20	-108.19	-107.64	-111.37	34.7
60544.37153	G30	-110.00	-109.78	-109.07	58.1
60544.37153	G09	-109.43	-109.30	-108.18	56.8
60544.37153	G04	-108.81	-108.92	-109.06	24.3
60544.37153	G07	-109.20	-108.61	-108.45	74.1
60544.37500	G04	-108.51	-108.11	-108.57	22.9
60544.37500	G05	-110.75	-111.04	-113.68	10.8
60544.37500	G07	-108.96	-108.59	-108.69	72.4
60544.37500	G09	-109.62	-109.55	-109.17	55.8
60544.37500	G14	-110.40	-109.96	-110.32	22.0
60544.37500	G20	-108.62	-108.35	-107.20	36.3
60544.37500	G30	-109.44	-109.27	-107.86	59.7
60544.37847	G30	-109.74	-109.31	-109.33	61.2
60544.37847	G20	-108.28	-108.14	-109.13	37.8
60544.37847	G14	-111.33	-111.67	-108.26	24.2
60544.37847	G09	-109.29	-108.71	-108.62	54.6
60544.37847	G05	-110.43	-110.43	-109.53	12.3
60544.37847	G04	-109.44	-108.83	-109.01	21.5
60544.37847	G07	-109.25	-108.92	-109.14	70.6
60544.38194	G30	-108.98	-108.68	-109.40	62.7
60544.38194	G20	-109.22	-109.17	-109.44	39.2
60544.38194	G14	-110.66	-110.96	-108.93	26.4
60544.38194	G09	-109.74	-109.46	-108.66	53.4
60544.38194	G05	-111.33	-110.22	-109.15	14.2
60544.38194	G04	-108.81	-108.28	-107.88	20.1
60544.38194	G07	-109.16	-108.92	-108.24	68.7
60544.38542	G20	-108.54	-108.44	-109.28	40.5
60544.38542	G14	-109.99	-109.82	-106.94	28.7
60544.38542	G09	-109.88	-109.67	-108.33	52.1
60544.38542	G30	-109.44	-109.23	-108.02	64.0
60544.38542	G05	-107.88	-106.39	-106.22	15.9
60544.38542	G04	-108.74	-108.24	-108.86	18.7
60544.38542	G07	-109.38	-109.20	-107.62	66.7
60544.38889	G22	-107.43	-107.48	-101.47	10.6
60544.38889	G07	-109.88	-109.68	-109.03	64.8
60544.38889	G20	-108.74	-108.45	-108.85	41.7
60544.38889	G30	-109.57	-109.29	-108.93	65.2
60544.38889	G14	-110.20	-110.04	-109.77	31.0
60544.38889	G05	-108.26	-107.53	-104.46	17.7
60544.38889	G09	-109.86	-109.56	-107.95	50.8
60544.38889	G04	-110.05	-109.59	-108.03	17.3
60544.39236	G04	-107.96	-107.64	-108.05	15.8
60544.39236	G05	-109.50	-108.33	-104.72	19.4
60544.39236	G07	-109.15	-108.94	-108.85	62.8
60544.39236	G08	-107.12	-107.15	-109.84	10.1
60544.39236	G09	-109.89	-109.48	-108.84	49.4
60544.39236	G14	-110.66	-110.40	-108.01	33.4
60544.39236	G20	-110.55	-110.31	-107.16	42.8
60544.39236	G22	-108.22	-107.22	-111.82	12.1
60544.39236	G30	-109.28	-109.03	-109.80	66.3
60544.39583	G30	-108.57	-108.29	-108.44	67.2
60544.39583	G22	-107.39	-106.10	-110.00	14.1
60544.39583	G09	-109.81	-109.56	-108.94	48.0
60544.39583	G20	-109.58	-109.19	-106.87	43.7
60544.39583	G07	-109.69	-109.41	-109.01	60.9
60544.39583	G08	-109.20	-108.93	-109.05	10.6
60544.39583	G04	-109.66	-109.01	-108.04	14.4
60544.39583	G14	-109.37	-109.02	-109.40	35.8
60544.39583	G05	-110.24	-110.15	-106.55	21.2
60544.39931	G14	-109.79	-109.52	-107.62	38.2
60544.39931	G30	-108.07	-107.90	-107.98	68.0
60544.39931	G22	-111.11	-110.66	-111.19	16.2
60544.39931	G20	-108.72	-108.43	-107.99	44.6
60544.39931	G09	-109.53	-109.25	-108.65	46.6
60544.39931	G08	-107.46	-106.97	-106.89	11.2
60544.39931	G07	-110.45	-110.01	-109.15	59.0
60544.39931	G05	-110.81	-110.73	-106.73	22.9
60544.39931	G04	-110.08	-109.52	-108.80	12.9
60544.40278	G22	-108.86	-108.93	-106.78	18.3
60544.40278	G20	-108.99	-108.68	-108.93	45.2
60544.40278	G14	-110.90	-110.54	-108.44	40.6
60544.40278	G30	-108.97	-108.70	-108.24	68.7
60544.40278	G09	-109.37	-108.88	-109.25	45.1
60544.40278	G08	-110.95	-109.64	-110.38	11.8
60544.40278	G07	-109.50	-109.04	-109.32	57.0
60544.40278	G05	-109.64	-109.52	-110.47	24.5
60544.40278	G04	-110.61	-110.23	-110.68	11.5
60544.40625	G30	-109.06	-108.77	-108.32	69.1
60544.40625	G22	-110.95	-110.53	-109.85	20.4
60544.40625	G20	-109.50	-109.10	-109.57	45.7
60544.40625	G14	-110.63	-110.36	-108.59	43.1
60544.40625	G09	-110.62	-110.22	-108.79	43.5
60544.40625	G08	-111.12	-110.38	-108.09	12.4
60544.40625	G07	-109.69	-109.27	-108.63	55.1
60544.40625	G05	-109.15	-108.88	-106.25	26.1
60544.40625	G04	-110.06	-109.30	-110.12	10.3
60544.40972	G30	-108.55	-108.33	-109.03	69.4
60544.40972	G22	-109.48	-109.37	-108.72	22.6
60544.40972	G20	-109.85	-109.53	-108.53	46.0
60544.40972	G14	-109.51	-109.14	-108.78	45.5
60544.40972	G08	-111.12	-110.82	-109.47	12.8
60544.40972	G09	-109.92	-109.71	-108.71	42.0
60544.40972	G07	-109.12	-108.97	-108.51	53.3
60544.40972	G05	-108.77	-108.59	-110.38	27.7
60544.41319	G30	-108.77	-108.45	-108.80	69.4
60544.41319	G22	-109.66	-109.88	-107.20	24.7
60544.41319	G20	-109.26	-108.93	-107.92	46.2
60544.41319	G14	-110.68	-110.48	-110.19	48.0
60544.41319	G08	-109.13	-108.45	-108.22	13.2
60544.41319	G07	-109.88	-109.83	-108.77	51.4
60544.41319	G05	-109.14	-109.10	-109.66	29.1
60544.41319	G09	-108.73	-108.49	-109.01	40.4
60544.41667	G30	-108.42	-108.17	-107.80	69.3
60544.41667	G22	-109.45	-109.44	-107.33	26.9
60544.41667	G20	-109.32	-108.98	-108.75	46.1
60544.41667	G13	-107.40	-107.07	-110.52	17.9
60544.41667	G14	-109.89	-109.67	-108.85	50.6
60544.41667	G08	-110.22	-109.75	-108.68	13.5
60544.41667	G07	-109.13	-108.90	-108.15	49.6
60544.41667	G05	-109.91	-110.15	-108.47	30.6
60544.41667	G09	-108.95	-108.82	-108.97	38.8
60544.42014	G30	-109.09	-108.83	-108.61	69.0
60544.42014	G22	-109.59	-109.51	-106.98	29.2
60544.42014	G20	-109.01	-108.59	-108.29	45.9
60544.42014	G14	-109.73	-109.64	-108.28	53.1
60544.42014	G13	-109.84	-110.07	-110.36	19.5
60544.42014	G09	-109.41	-109.48	-108.55	37.1
60544.42014	G08	-109.01	-108.80	-107.31	13.7
60544.42014	G07	-110.11	-110.09	-108.44	47.7
60544.42014	G05	-110.14	-110.12	-108.10	31.9
60544.42361	G30	-108.78	-108.51	-108.64	68.6
60544.42361	G22	-109.05	-108.80	-107.95	31.4
60544.42361	G20	-109.11	-108.75	-108.37	45.6
60544.42361	G14	-109.32	-109.18	-107.74	55.7
60544.42361	G13	-110.54	-110.56	-109.13	21.2
60544.42361	G09	-110.31	-109.99	-108.74	35.5
60544.42361	G08	-110.18	-109.49	-109.25	13.9
60544.42361	G07	-109.77	-109.62	-108.69	46.0
60544.42361	G05	-109.87	-109.62	-106.61	33.2
60544.42708	G30	-109.51	-109.32	-108.90	68.0
60544.42708	G22	-110.27	-110.05	-109.35	33.7
60544.42708	G20	-108.67	-108.48	-108.86	45.0
60544.42708	G14	-109.72	-109.59	-108.94	58.2
60544.42708	G13	-109.34	-109.49	-108.18	22.8
60544.42708	G09	-109.85	-109.47	-106.79	33.8
60544.42708	G08	-111.56	-111.07	-109.60	13.9
60544.42708	G07	-110.58	-110.40	-108.70	44.2
60544.42708	G05	-109.62	-109.37	-107.99	34.3
60544.43056	G22	-110.93	-110.73	-110.06	36.0
60544.43056	G20	-109.26	-109.03	-108.32	44.3
60544.43056	G14	-109.36	-108.96	-108.98	60.8
60544.43056	G13	-110.42	-110.33	-110.74	24.5
60544.43056	G30	-109.00	-108.76	-107.94	67.3
60544.43056	G08	-110.64	-110.44	-108.74	13.9
60544.43056	G07	-109.24	-109.13	-108.91	42.5
60544.43056	G05	-109.98	-109.67	-109.56	35.4
