MJD	sv	C1	P1	P2	elevation
60544.00000	G08	-109.22	-109.31	-106.74	37.5
60544.00000	G10	-108.54	-108.18	-108.18	78.2
60544.00000	G16	-110.13	-109.87	-108.49	32.7
60544.00000	G18	-109.12	-109.46	-108.48	15.5
60544.00000	G23	-110.70	-110.27	-107.74	39.4
60544.00000	G26	-110.25	-110.06	-110.60	10.7
60544.00000	G27	-109.31	-108.67	-109.19	72.0
60544.00000	G32	-110.59	-110.38	-107.98	36.3
60544.00347	G32	-109.71	-109.37	-107.81	37.8
60544.00347	G27	-109.08	-108.51	-108.87	73.5
60544.00347	G26	-110.69	-110.69	-111.82	10.0
60544.00347	G23	-109.05	-108.79	-108.13	37.9
60544.00347	G10	-109.30	-109.01	-108.85	76.4
60544.00347	G18	-108.44	-108.80	-107.98	14.5
60544.00347	G16	-109.43	-109.07	-108.07	31.3
60544.00347	G08	-110.44	-110.58	-107.91	39.1
60544.00694	G23	-111.05	-110.86	-109.67	35.8
60544.00694	G32	-109.59	-109.41	-109.61	39.9
60544.00694	G27	-109.58	-109.16	-108.41	75.3
60544.00694	G08	-109.94	-110.02	-107.79	41.1
60544.00694	G16	-109.89	-109.57	-107.35	29.5
60544.00694	G10	-109.20	-108.98	-108.69	74.0
60544.00694	G18	-109.60	-109.63	-110.73	13.2
60544.01042	G08	-110.65	-110.64	-109.28	43.1
60544.01042	G10	-109.69	-109.36	-108.84	71.6
60544.01042	G16	-109.71	-109.36	-108.13	27.7
60544.01042	G18	-111.80	-111.08	-110.94	11.8
60544.01042	G23	-110.61	-110.41	-108.35	33.7
60544.01042	G27	-109.26	-108.87	-108.83	76.9
60544.01042	G32	-109.55	-109.25	-107.87	42.0
60544.01389	G23	-110.27	-109.58	-110.08	31.7
60544.01389	G32	-109.49	-109.40	-109.17	44.0
60544.01389	G27	-109.54	-109.14	-109.02	78.0
60544.01389	G16	-109.96	-109.73	-107.87	25.8
60544.01389	G08	-109.14	-109.13	-108.88	45.1
60544.01389	G18	-108.86	-108.16	-110.17	10.6
60544.01389	G10	-108.94	-108.62	-107.93	69.2
60544.01736	G27	-109.32	-108.91	-108.49	78.7
60544.01736	G23	-110.24	-110.02	-112.20	29.7
60544.01736	G32	-108.93	-108.79	-108.42	46.0
60544.01736	G10	-109.46	-109.12	-108.86	66.8
60544.01736	G08	-110.25	-110.26	-109.10	47.1
60544.01736	G16	-109.19	-108.75	-106.90	24.0
60544.02083	G10	-109.71	-109.25	-108.32	64.5
60544.02083	G16	-110.50	-110.19	-109.19	22.2
60544.02083	G21	-110.79	-109.94	-110.27	17.9
60544.02083	G23	-109.69	-109.41	-109.39	27.8
60544.02083	G27	-109.46	-109.12	-108.66	78.7
60544.02083	G32	-109.13	-108.83	-108.67	47.9
60544.02083	G08	-109.75	-109.72	-109.18	49.0
60544.02431	G23	-110.31	-110.16	-105.46	25.9
60544.02431	G32	-109.89	-109.78	-107.74	49.8
60544.02431	G27	-108.69	-108.38	-108.64	78.1
60544.02431	G21	-110.38	-109.47	-110.19	19.4
60544.02431	G10	-109.48	-109.04	-109.47	62.2
60544.02431	G08	-111.00	-111.02	-109.11	50.9
60544.02431	G16	-110.15	-109.93	-107.99	20.3
60544.02778	G08	-109.13	-109.08	-108.82	52.7
60544.02778	G10	-109.99	-109.49	-109.44	60.0
60544.02778	G16	-109.12	-108.44	-107.34	18.5
60544.02778	G21	-109.35	-108.80	-108.92	21.0
60544.02778	G23	-109.77	-109.96	-107.61	24.0
60544.02778	G27	-108.81	-108.38	-108.74	77.0
60544.02778	G32	-110.23	-110.27	-108.17	51.6
60544.03125	G32	-109.29	-109.10	-108.26	53.3
60544.03125	G27	-108.85	-108.44	-108.37	75.4
60544.03125	G23	-112.18	-111.56	-113.13	22.2
60544.03125	G08	-109.73	-109.37	-108.28	54.5
60544.03125	G16	-109.30	-108.60	-111.23	16.7
60544.03125	G10	-109.36	-108.94	-108.98	57.7
60544.03125	G21	-110.10	-109.67	-106.57	22.6
60544.03472	G23	-110.61	-110.04	-108.34	20.4
60544.03472	G32	-109.44	-109.09	-108.02	54.9
60544.03472	G27	-108.91	-108.58	-108.33	73.6
60544.03472	G21	-109.40	-108.99	-110.58	24.2
60544.03472	G08	-109.59	-109.08	-108.09	56.1
60544.03472	G10	-109.12	-108.64	-108.83	55.5
60544.03819	G08	-109.64	-109.09	-108.03	57.6
60544.03819	G10	-109.74	-109.26	-108.71	53.4
60544.03819	G21	-110.51	-110.15	-110.28	25.8
60544.03819	G23	-109.15	-109.22	-107.42	18.6
60544.03819	G27	-108.93	-108.54	-108.61	71.5
60544.03819	G32	-109.41	-108.95	-109.10	56.3
60544.04167	G27	-108.99	-108.72	-108.99	69.2
60544.04167	G23	-111.15	-110.84	-109.16	16.8
60544.04167	G21	-109.12	-108.85	-109.28	27.5
60544.04167	G32	-108.71	-108.34	-108.76	57.6
60544.04167	G10	-109.71	-109.37	-108.48	51.3
60544.04167	G08	-110.02	-109.62	-109.10	59.0
60544.04514	G32	-109.52	-109.19	-107.87	58.7
60544.04514	G23	-109.09	-107.97	-110.93	15.1
60544.04514	G21	-110.14	-109.58	-107.97	29.2
60544.04514	G27	-109.22	-108.79	-107.97	66.9
60544.04514	G10	-109.99	-109.66	-109.34	49.2
60544.04514	G08	-109.60	-109.31	-107.85	60.2
60544.04861	G02	-108.20	-107.49	-110.81	17.3
60544.04861	G08	-109.04	-108.77	-107.77	61.1
60544.04861	G10	-109.92	-109.53	-109.42	47.2
60544.04861	G21	-109.42	-108.86	-106.80	31.0
60544.04861	G23	-111.46	-110.37	-108.13	13.5
60544.04861	G27	-109.91	-109.53	-109.03	64.5
60544.04861	G32	-109.55	-109.36	-109.10	59.5
60544.05208	G32	-109.84	-109.56	-108.59	60.2
60544.05208	G23	-111.62	-110.15	-110.84	11.8
60544.05208	G27	-109.78	-109.58	-108.53	62.0
60544.05208	G21	-109.47	-108.93	-107.65	32.8
60544.05208	G08	-110.24	-110.25	-108.85	61.9
60544.05208	G10	-109.69	-109.51	-107.61	45.1
60544.05208	G02	-109.63	-109.26	-108.41	19.0
60544.05556	G32	-109.57	-109.19	-109.34	60.5
60544.05556	G02	-110.82	-110.58	-108.95	20.7
60544.05556	G08	-108.62	-108.60	-109.12	62.4
60544.05556	G10	-110.23	-110.07	-108.82	43.2
60544.05556	G21	-109.07	-108.85	-108.85	34.6
60544.05556	G23	-108.45	-108.21	-107.95	10.6
60544.05556	G27	-108.76	-108.68	-107.50	59.5
60544.05903	G32	-109.07	-108.91	-109.23	60.6
60544.05903	G27	-109.29	-109.30	-108.92	57.0
60544.05903	G21	-109.00	-108.85	-108.81	36.5
60544.05903	G02	-109.17	-108.92	-109.00	22.5
60544.05903	G08	-109.67	-109.54	-110.28	62.6
60544.05903	G10	-110.46	-110.18	-109.72	41.3
60544.06250	G21	-109.09	-109.12	-107.58	38.4
60544.06250	G27	-109.72	-109.44	-107.41	54.5
60544.06250	G32	-109.61	-109.32	-108.06	60.4
60544.06250	G10	-109.42	-109.13	-108.45	39.4
60544.06250	G02	-110.48	-110.26	-110.92	24.3
60544.06250	G08	-109.51	-109.47	-108.41	62.5
60544.06597	G02	-111.59	-111.63	-106.94	26.1
60544.06597	G08	-110.47	-110.38	-109.21	62.1
60544.06597	G10	-109.38	-109.06	-108.85	37.5
60544.06597	G21	-110.50	-110.35	-110.33	40.3
60544.06597	G27	-109.58	-109.22	-108.54	52.0
60544.06597	G32	-109.33	-108.90	-108.82	60.0
60544.06944	G32	-110.01	-109.52	-107.87	59.2
60544.06944	G27	-110.15	-109.68	-108.21	49.4
60544.06944	G02	-110.13	-109.86	-109.89	28.0
60544.06944	G10	-111.06	-110.73	-109.40	35.7
60544.06944	G08	-108.99	-108.66	-108.46	61.5
60544.06944	G21	-108.75	-108.44	-108.32	42.3
60544.07292	G28	-110.44	-110.16	-108.62	11.6
60544.07292	G32	-109.91	-109.58	-107.67	58.3
60544.07292	G21	-110.37	-110.16	-107.64	44.4
60544.07292	G27	-109.55	-109.05	-109.49	46.9
60544.07292	G08	-108.88	-108.50	-108.27	60.6
60544.07292	G02	-110.53	-110.63	-108.45	29.9
60544.07292	G10	-108.88	-108.54	-107.80	33.9
60544.07639	G02	-109.95	-109.75	-109.03	31.8
60544.07639	G08	-109.52	-109.16	-108.82	59.5
60544.07639	G10	-109.93	-109.83	-107.19	32.2
60544.07639	G21	-109.31	-109.11	-109.29	46.4
60544.07639	G27	-109.23	-109.00	-107.88	44.4
60544.07639	G28	-107.42	-107.22	-108.53	13.1
60544.07639	G32	-110.17	-109.83	-108.80	57.2
60544.07986	G28	-107.68	-107.24	-106.18	14.5
60544.07986	G32	-110.99	-110.54	-109.12	55.8
60544.07986	G27	-109.74	-109.23	-108.13	41.9
60544.07986	G21	-109.53	-109.55	-108.73	48.6
60544.07986	G02	-110.24	-110.02	-109.29	33.8
60544.07986	G08	-109.53	-109.17	-108.01	58.2
60544.07986	G10	-110.25	-110.33	-107.13	30.4
60544.08333	G32	-109.61	-109.23	-108.22	54.3
60544.08333	G27	-109.88	-109.23	-108.27	39.5
60544.08333	G28	-108.54	-108.20	-109.85	16.0
60544.08333	G21	-109.19	-108.95	-109.06	50.7
60544.08333	G02	-111.05	-110.76	-108.10	35.8
60544.08333	G08	-109.32	-108.97	-109.14	56.7
60544.08333	G10	-110.48	-110.25	-106.27	28.7
60544.08681	G28	-110.37	-110.57	-107.32	17.4
60544.08681	G02	-109.24	-109.08	-109.96	37.9
60544.08681	G08	-109.53	-109.20	-108.07	55.1
60544.08681	G10	-110.08	-110.10	-108.10	27.1
60544.08681	G21	-109.46	-109.14	-108.47	52.9
60544.08681	G27	-109.23	-108.51	-108.64	37.0
60544.08681	G32	-109.95	-109.74	-108.65	52.7
60544.09028	G28	-108.64	-108.60	-108.52	18.8
60544.09028	G32	-109.59	-109.50	-108.79	51.0
60544.09028	G27	-109.35	-108.99	-108.06	34.6
60544.09028	G21	-109.55	-109.32	-108.00	55.2
60544.09028	G08	-109.22	-109.00	-109.40	53.3
60544.09028	G02	-110.18	-110.05	-108.05	40.0
60544.09028	G10	-110.54	-110.39	-109.31	25.5
60544.09375	G02	-110.18	-109.91	-108.50	42.1
60544.09375	G08	-109.63	-109.34	-108.79	51.5
60544.09375	G10	-109.74	-109.81	-108.68	23.9
60544.09375	G21	-108.88	-108.69	-109.19	57.5
60544.09375	G27	-110.30	-110.32	-108.20	32.2
60544.09375	G28	-108.82	-108.60	-108.80	20.2
60544.09375	G32	-109.68	-109.50	-108.82	49.2
60544.09722	G32	-109.77	-109.46	-108.68	47.3
60544.09722	G28	-109.51	-109.28	-109.16	21.6
60544.09722	G27	-110.14	-109.86	-109.25	29.8
60544.09722	G21	-109.63	-109.33	-108.80	59.8
60544.09722	G10	-110.22	-110.26	-109.56	22.3
60544.09722	G08	-109.89	-109.65	-109.18	49.5
60544.09722	G02	-109.63	-109.58	-108.32	44.3
60544.10069	G32	-109.04	-108.90	-108.75	45.3
60544.10069	G31	-108.30	-107.05	-108.63	12.7
60544.10069	G28	-109.70	-109.97	-110.49	22.9
60544.10069	G27	-108.74	-108.46	-108.43	27.5
60544.10069	G21	-108.89	-108.55	-107.40	62.2
60544.10069	G10	-108.74	-109.05	-108.34	20.8
60544.10069	G08	-109.49	-109.26	-108.89	47.5
60544.10069	G03	-108.51	-106.68	-108.04	23.3
60544.10069	G02	-109.60	-109.31	-109.39	46.5
60544.10417	G31	-110.74	-109.17	-108.29	14.3
60544.10417	G28	-108.54	-108.85	-107.04	24.2
60544.10417	G27	-109.94	-109.84	-111.34	25.2
60544.10417	G21	-110.17	-110.02	-108.13	64.6
60544.10417	G32	-109.89	-109.93	-108.59	43.3
60544.10417	G08	-109.43	-109.01	-108.84	45.5
60544.10417	G03	-108.40	-107.48	-107.68	24.6
60544.10417	G02	-109.50	-109.33	-108.28	48.8
60544.10417	G10	-110.04	-110.05	-111.17	19.3
60544.10764	G28	-110.30	-110.49	-110.86	25.5
60544.10764	G10	-108.40	-108.18	-109.52	17.8
60544.10764	G32	-110.29	-109.96	-109.65	41.3
60544.10764	G31	-109.15	-108.44	-106.87	16.0
60544.10764	G27	-109.18	-109.09	-108.57	22.9
60544.10764	G03	-108.61	-107.94	-108.91	26.0
60544.10764	G08	-108.72	-108.35	-108.20	43.4
60544.10764	G21	-109.09	-108.84	-109.06	67.0
60544.10764	G02	-110.01	-109.96	-108.48	51.1
60544.11111	G02	-109.12	-109.03	-109.09	53.4
60544.11111	G03	-108.82	-108.21	-109.20	27.3
60544.11111	G08	-110.19	-109.91	-109.43	41.3
60544.11111	G10	-108.65	-108.34	-109.94	16.3
60544.11111	G21	-108.80	-108.51	-108.04	69.5
60544.11111	G27	-110.14	-109.99	-108.32	20.7
60544.11111	G28	-110.24	-109.95	-108.77	26.7
60544.11111	G31	-108.63	-108.26	-109.08	17.6
60544.11111	G32	-110.26	-109.65	-108.90	39.2
60544.11458	G32	-109.28	-108.58	-108.49	37.2
60544.11458	G31	-109.29	-109.05	-108.97	19.3
60544.11458	G28	-109.52	-109.16	-109.04	27.9
60544.11458	G27	-109.46	-108.65	-107.12	18.5
60544.11458	G21	-108.35	-108.00	-108.01	72.0
60544.11458	G10	-111.29	-110.99	-108.64	14.9
60544.11458	G08	-109.43	-109.22	-108.30	39.1
60544.11458	G03	-108.45	-107.93	-106.31	28.7
60544.11458	G02	-109.26	-108.77	-109.01	55.7
60544.11806	G32	-109.10	-108.70	-108.53	35.1
60544.11806	G31	-108.85	-108.81	-108.58	21.0
60544.11806	G28	-108.79	-108.55	-107.90	29.0
60544.11806	G27	-110.30	-109.83	-109.41	16.4
60544.11806	G21	-109.49	-109.16	-108.72	74.6
60544.11806	G10	-108.88	-109.45	-111.01	13.5
60544.11806	G08	-109.25	-109.09	-108.18	37.0
60544.11806	G03	-109.56	-109.21	-107.16	30.0
60544.11806	G02	-110.15	-109.61	-107.53	58.1
60544.12153	G32	-109.68	-109.31	-107.98	33.0
60544.12153	G28	-110.08	-109.85	-109.46	30.0
60544.12153	G27	-109.87	-109.86	-107.82	14.2
60544.12153	G21	-108.73	-108.31	-108.35	77.2
60544.12153	G31	-109.00	-108.77	-108.16	22.6
60544.12153	G08	-110.42	-110.30	-109.61	34.9
60544.12153	G03	-108.55	-108.16	-106.96	31.3
60544.12153	G02	-109.41	-108.94	-108.26	60.5
60544.12153	G10	-109.26	-108.87	-108.63	12.1
60544.12500	G32	-110.46	-109.85	-110.24	30.9
60544.12500	G31	-109.83	-109.84	-108.57	24.3
60544.12500	G28	-109.46	-109.18	-109.69	30.9
60544.12500	G27	-109.71	-109.69	-107.76	12.2
60544.12500	G21	-109.61	-109.18	-107.95	79.8
60544.12500	G10	-109.76	-109.33	-110.48	10.8
60544.12500	G03	-109.50	-109.12	-107.93	32.6
60544.12500	G02	-108.91	-108.50	-109.04	63.0
60544.12500	G08	-109.25	-109.06	-108.67	32.7
60544.12847	G32	-109.49	-109.10	-110.30	28.9
60544.12847	G31	-109.11	-109.02	-108.21	26.0
60544.12847	G28	-109.61	-109.16	-109.68	31.7
60544.12847	G21	-109.42	-109.00	-108.07	82.5
60544.12847	G27	-109.92	-109.26	-108.81	10.5
60544.12847	G03	-108.55	-108.04	-109.74	33.9
60544.12847	G02	-109.74	-109.30	-109.75	65.4
60544.12847	G08	-110.30	-109.72	-110.24	30.6
60544.13194	G32	-109.77	-109.69	-106.04	26.8
60544.13194	G28	-109.47	-108.98	-109.15	32.4
60544.13194	G21	-108.93	-108.57	-108.06	85.1
60544.13194	G31	-109.65	-109.31	-108.99	27.7
60544.13194	G04	-109.42	-109.05	-109.78	20.0
60544.13194	G03	-109.05	-108.56	-108.52	35.3
60544.13194	G02	-108.84	-108.47	-108.60	67.9
60544.13194	G08	-109.86	-109.35	-108.44	28.5
60544.13542	G32	-108.73	-108.27	-109.80	24.8
60544.13542	G02	-109.49	-109.14	-108.61	70.4
60544.13542	G03	-109.66	-109.54	-109.62	36.6
60544.13542	G04	-108.72	-108.48	-108.09	22.0
60544.13542	G08	-108.95	-108.48	-110.32	26.4
60544.13542	G21	-108.60	-108.26	-109.07	87.8
60544.13542	G28	-109.64	-109.35	-109.50	33.0
60544.13542	G31	-109.87	-109.49	-107.95	29.3
60544.13889	G31	-108.99	-108.72	-108.48	30.9
60544.13889	G28	-109.91	-109.52	-108.50	33.5
60544.13889	G32	-109.95	-110.10	-105.92	22.8
60544.13889	G21	-109.04	-108.78	-107.99	89.1
60544.13889	G08	-108.99	-108.79	-110.16	24.3
60544.13889	G17	-112.06	-111.83	-112.80	10.5
60544.13889	G04	-108.22	-107.64	-108.79	24.1
60544.13889	G03	-108.62	-108.43	-108.58	37.9
60544.13889	G02	-107.86	-107.59	-108.66	72.9
60544.14236	G32	-111.08	-111.57	-105.39	20.7
60544.14236	G31	-109.18	-109.08	-108.91	32.5
60544.14236	G28	-110.19	-109.78	-109.25	33.9
60544.14236	G21	-108.58	-108.21	-109.14	86.6
60544.14236	G17	-111.59	-111.72	-110.98	11.6
60544.14236	G08	-108.89	-108.86	-107.33	22.3
60544.14236	G04	-109.03	-108.57	-106.74	26.2
60544.14236	G03	-109.40	-108.90	-108.17	39.2
60544.14236	G02	-108.66	-108.28	-108.71	75.3
60544.14583	G32	-111.13	-111.20	-110.24	18.8
60544.14583	G31	-109.58	-109.52	-108.70	34.1
60544.14583	G28	-108.42	-108.34	-109.54	34.1
60544.14583	G21	-109.08	-108.65	-108.82	83.9
60544.14583	G17	-110.42	-111.00	-109.33	12.8
60544.14583	G08	-109.49	-109.46	-108.91	20.3
60544.14583	G04	-109.42	-109.19	-108.11	28.2
60544.14583	G03	-109.73	-109.43	-109.39	40.5
60544.14583	G02	-109.60	-109.31	-108.95	77.7
60544.14931	G32	-110.79	-109.76	-108.82	16.8
60544.14931	G31	-109.97	-109.88	-109.36	35.6
60544.14931	G28	-108.80	-108.79	-109.21	34.2
60544.14931	G21	-108.70	-108.28	-109.02	81.1
60544.14931	G17	-110.54	-110.61	-108.11	14.0
60544.14931	G08	-109.45	-109.14	-112.94	18.3
60544.14931	G04	-110.46	-110.10	-108.14	30.3
60544.14931	G03	-109.21	-108.68	-107.52	41.8
60544.14931	G02	-109.03	-108.72	-108.75	79.9
60544.15278	G32	-110.09	-109.58	-109.18	14.9
60544.15278	G31	-108.73	-108.49	-109.33	37.1
60544.15278	G21	-108.90	-108.54	-108.30	78.4
60544.15278	G17	-111.54	-110.69	-106.70	15.2
60544.15278	G28	-109.26	-109.11	-108.18	34.1
60544.15278	G04	-109.30	-108.84	-107.69	32.4
60544.15278	G08	-110.09	-109.93	-109.33	16.3
60544.15278	G03	-110.31	-109.81	-108.88	43.1
60544.15278	G02	-109.66	-109.40	-108.32	81.9
60544.15625	G32	-109.82	-110.45	-106.87	13.0
60544.15625	G31	-108.39	-107.97	-108.69	38.5
60544.15625	G28	-108.94	-108.70	-108.42	34.0
60544.15625	G21	-109.30	-108.97	-108.86	75.6
60544.15625	G17	-110.08	-108.97	-109.10	16.2
60544.15625	G08	-109.11	-108.94	-107.78	14.4
60544.15625	G04	-109.44	-108.98	-109.56	34.4
60544.15625	G03	-110.02	-109.51	-108.95	44.4
60544.15625	G02	-109.56	-109.24	-107.87	83.3
60544.15972	G31	-109.73	-109.67	-109.61	39.8
60544.15972	G32	-108.47	-108.77	-109.42	11.1
60544.15972	G21	-109.32	-109.10	-107.55	72.8
60544.15972	G17	-110.04	-109.23	-107.48	17.2
60544.15972	G28	-108.89	-108.58	-109.24	33.7
60544.15972	G04	-109.21	-108.83	-109.23	36.5
60544.15972	G03	-109.24	-108.79	-108.59	45.7
60544.15972	G02	-108.98	-108.72	-109.14	83.7
60544.15972	G08	-108.74	-108.35	-109.77	12.6
60544.16319	G31	-109.80	-109.52	-109.14	41.0
60544.16319	G21	-108.94	-108.69	-108.65	70.0
60544.16319	G17	-110.47	-109.97	-106.74	18.1
60544.16319	G28	-108.99	-108.67	-109.18	33.2
60544.16319	G04	-109.24	-108.90	-110.64	38.6
60544.16319	G03	-110.03	-109.61	-108.32	47.0
60544.16319	G02	-109.24	-109.09	-109.09	83.1
60544.16319	G08	-110.21	-110.07	-110.23	10.8
60544.16667	G02	-109.60	-109.41	-108.63	81.5
60544.16667	G03	-109.92	-109.34	-109.39	48.3
60544.16667	G04	-109.82	-109.68	-109.46	40.6
60544.16667	G17	-109.79	-109.30	-110.93	18.8
60544.16667	G21	-108.98	-108.68	-108.82	67.3
60544.16667	G28	-109.95	-109.57	-109.35	32.7
60544.16667	G31	-109.13	-108.74	-109.71	42.1
60544.17014	G21	-110.06	-109.78	-108.54	64.5
60544.17014	G31	-110.30	-110.08	-107.98	43.1
60544.17014	G17	-109.85	-109.57	-110.72	19.5
60544.17014	G28	-111.07	-110.84	-107.51	32.0
60544.17014	G03	-108.92	-108.57	-108.73	49.6
60544.17014	G04	-110.36	-110.04	-109.31	42.6
60544.17014	G02	-108.85	-108.58	-108.56	79.4
60544.17361	G28	-110.53	-110.18	-108.77	31.1
60544.17361	G21	-108.92	-108.49	-109.22	61.8
60544.17361	G17	-110.10	-109.75	-111.35	20.1
60544.17361	G31	-108.84	-108.56	-108.48	44.0
60544.17361	G03	-109.99	-109.70	-107.94	50.9
60544.17361	G02	-109.32	-109.00	-108.86	77.1
60544.17361	G04	-110.36	-110.10	-108.25	44.6
60544.17708	G02	-109.76	-109.30	-108.86	74.6
60544.17708	G03	-109.63	-109.34	-109.08	52.2
60544.17708	G04	-109.76	-109.53	-109.79	46.6
60544.17708	G17	-109.80	-109.38	-110.26	20.5
60544.17708	G21	-109.25	-108.85	-108.70	59.0
60544.17708	G28	-109.79	-109.32	-108.07	30.2
60544.17708	G31	-109.65	-109.36	-108.13	44.8
60544.18056	G28	-108.53	-108.15	-109.25	29.2
60544.18056	G31	-109.15	-108.84	-109.00	45.4
60544.18056	G21	-109.66	-109.27	-108.71	56.3
60544.18056	G02	-109.46	-109.13	-108.45	72.1
60544.18056	G04	-109.59	-109.22	-109.11	48.5
60544.18056	G03	-109.01	-108.69	-109.12	53.5
60544.18056	G17	-110.29	-110.04	-107.21	20.8
60544.18403	G02	-109.44	-109.12	-108.76	69.5
60544.18403	G03	-110.14	-109.90	-108.28	54.8
60544.18403	G04	-109.66	-109.48	-108.01	50.5
60544.18403	G19	-108.88	-108.11	-107.81	10.3
60544.18403	G21	-109.28	-108.94	-108.26	53.6
60544.18403	G28	-109.68	-109.62	-107.84	28.0
60544.18403	G31	-109.71	-109.49	-108.88	45.8
60544.18750	G21	-109.43	-109.18	-107.35	50.9
60544.18750	G28	-108.78	-108.63	-110.07	26.8
60544.18750	G19	-109.44	-108.90	-110.26	11.1
60544.18750	G31	-110.44	-110.25	-109.13	46.1
60544.18750	G04	-109.71	-109.37	-109.10	52.3
60544.18750	G03	-109.46	-109.19	-109.04	56.0
60544.18750	G02	-109.29	-108.88	-108.94	66.8
60544.19097	G31	-110.26	-110.25	-107.81	46.2
60544.19097	G28	-110.45	-110.03	-107.59	25.5
60544.19097	G21	-109.72	-109.64	-108.93	48.3
60544.19097	G19	-109.13	-107.87	-111.35	11.8
60544.19097	G17	-109.78	-109.30	-109.92	21.2
60544.19097	G04	-110.43	-110.15	-107.35	54.2
60544.19097	G03	-109.16	-108.84	-109.63	57.3
60544.19097	G02	-110.17	-109.87	-107.91	64.2
60544.19444	G28	-108.43	-108.32	-110.39	24.1
60544.19444	G21	-109.59	-109.64	-107.80	45.7
60544.19444	G19	-109.58	-108.93	-113.64	12.4
60544.19444	G17	-108.66	-108.09	-107.00	21.1
60544.19444	G31	-110.54	-110.25	-109.24	46.2
60544.19444	G04	-109.57	-109.33	-107.49	56.0
60544.19444	G03	-109.64	-109.24	-108.21	58.6
60544.19444	G02	-109.66	-109.34	-108.83	61.6
60544.19792	G28	-110.67	-110.37	-107.65	22.7
60544.19792	G21	-111.19	-111.11	-109.60	43.0
60544.19792	G19	-111.00	-110.42	-111.09	13.0
60544.19792	G17	-110.97	-110.15	-110.87	20.8
60544.19792	G31	-110.68	-110.32	-108.33	46.0
60544.19792	G04	-109.81	-109.69	-108.56	57.7
60544.19792	G03	-109.40	-108.74	-108.60	59.8
60544.19792	G02	-109.65	-109.59	-108.75	58.9
60544.20139	G31	-110.24	-109.84	-108.10	45.6
60544.20139	G28	-110.05	-109.84	-110.19	21.2
60544.20139	G21	-110.23	-110.21	-107.74	40.5
60544.20139	G19	-109.09	-108.50	-106.26	13.4
60544.20139	G04	-109.94	-109.55	-110.10	59.3
60544.20139	G03	-109.32	-108.94	-108.51	61.0
60544.20139	G02	-109.54	-109.34	-107.87	56.3
60544.20139	G09	-110.18	-110.68	-110.47	24.2
60544.20486	G21	-108.60	-108.41	-108.02	37.9
60544.20486	G31	-110.55	-110.31	-108.83	45.1
60544.20486	G28	-111.46	-111.42	-108.23	19.6
60544.20486	G19	-108.24	-108.06	-106.48	13.7
60544.20486	G09	-109.29	-109.22	-109.81	25.9
60544.20486	G04	-109.73	-109.34	-109.05	60.9
60544.20486	G03	-110.45	-110.09	-108.35	62.1
60544.20486	G02	-109.85	-109.54	-108.73	53.7
60544.20833	G31	-109.84	-109.58	-108.73	44.4
60544.20833	G28	-110.77	-110.17	-109.93	18.0
60544.20833	G21	-109.82	-110.02	-109.98	35.4
60544.20833	G09	-109.59	-109.21	-112.34	27.5
60544.20833	G04	-109.30	-108.92	-109.94	62.4
60544.20833	G03	-109.79	-109.46	-107.90	63.2
60544.20833	G02	-110.04	-109.68	-109.56	51.1
60544.21181	G31	-109.94	-109.89	-109.50	43.6
60544.21181	G28	-109.21	-108.21	-109.99	16.3
60544.21181	G21	-110.21	-110.17	-108.86	32.9
60544.21181	G09	-109.64	-109.09	-107.97	29.1
60544.21181	G04	-109.04	-108.68	-108.07	63.7
60544.21181	G03	-109.57	-109.19	-108.08	64.3
60544.21181	G02	-109.39	-109.07	-109.46	48.5
60544.21528	G31	-109.73	-109.69	-109.08	42.6
60544.21528	G02	-109.18	-108.87	-108.29	46.0
60544.21528	G03	-109.42	-109.03	-108.14	65.3
60544.21528	G04	-108.95	-108.59	-108.47	65.0
60544.21528	G06	-110.26	-109.72	-111.99	10.1
60544.21528	G09	-109.44	-109.09	-109.76	30.7
60544.21528	G21	-109.22	-109.02	-108.45	30.5
60544.21528	G28	-110.04	-110.19	-110.30	14.7
60544.21875	G26	-111.92	-111.05	-109.17	10.3
60544.21875	G21	-109.21	-108.93	-107.55	28.1
60544.21875	G31	-109.64	-109.16	-108.17	41.5
60544.21875	G28	-109.40	-109.44	-110.41	12.9
60544.21875	G09	-109.51	-109.02	-109.21	32.3
60544.21875	G06	-111.13	-110.43	-109.54	11.1
60544.21875	G04	-108.95	-108.75	-108.79	66.1
60544.21875	G03	-109.30	-108.93	-108.54	66.2
60544.21875	G02	-108.88	-108.66	-110.63	43.4
60544.22222	G31	-109.75	-109.17	-109.38	40.3
60544.22222	G28	-108.92	-108.45	-109.14	11.2
60544.22222	G26	-109.17	-108.57	-109.26	11.2
60544.22222	G21	-109.36	-108.87	-107.85	25.7
60544.22222	G09	-109.06	-108.57	-109.59	33.9
60544.22222	G06	-113.95	-113.40	-104.47	13.0
60544.22222	G04	-108.72	-108.54	-107.96	67.1
60544.22222	G03	-109.21	-108.90	-108.34	67.0
60544.22222	G02	-110.33	-110.10	-109.90	41.0
60544.22569	G31	-109.66	-109.15	-108.81	39.0
60544.22569	G28	-108.65	-107.45	-108.08	10.1
60544.22569	G26	-110.67	-110.18	-109.27	12.0
60544.22569	G21	-109.51	-109.22	-110.20	23.4
60544.22569	G04	-108.83	-108.44	-107.82	67.9
60544.22569	G09	-109.86	-109.59	-109.26	35.4
60544.22569	G06	-111.88	-111.85	-105.98	14.8
