MJD	sv	E1	E5	elevation
60544.00000	E03	-110.37	-110.36	15.0
60544.00000	E07	-108.87	-110.69	28.6
60544.00000	E08	-108.68	-110.56	40.8
60544.00000	E13	-109.34	-109.96	58.7
60544.00000	E15	-109.06	-109.98	19.0
60544.00000	E21	-111.33	-111.07	33.8
60544.00000	E26	-110.15	-110.55	39.7
60544.00347	E03	-109.45	-109.60	14.4
60544.00347	E07	-110.09	-110.27	30.0
60544.00347	E08	-108.75	-110.49	41.3
60544.00347	E13	-109.88	-110.39	58.4
60544.00347	E15	-108.99	-110.73	18.3
60544.00347	E21	-110.08	-110.57	32.6
60544.00347	E26	-110.00	-110.03	40.5
60544.00694	E03	-109.25	-110.40	13.5
60544.00694	E07	-109.53	-110.64	31.9
60544.00694	E08	-109.28	-110.18	41.8
60544.00694	E13	-110.29	-110.15	57.9
60544.00694	E15	-109.40	-111.07	17.3
60544.00694	E21	-109.90	-111.24	31.1
60544.00694	E26	-108.56	-110.27	41.5
60544.01042	E03	-110.69	-110.64	12.5
60544.01042	E07	-109.23	-110.01	33.7
60544.01042	E08	-109.81	-110.14	42.3
60544.01042	E13	-109.53	-110.05	57.4
60544.01042	E15	-108.76	-110.45	16.3
60544.01042	E21	-110.19	-109.99	29.5
60544.01042	E26	-110.31	-110.47	42.5
60544.01389	E03	-110.17	-110.22	11.5
60544.01389	E07	-109.62	-110.69	35.6
60544.01389	E08	-110.54	-110.49	42.6
60544.01389	E13	-109.38	-110.38	56.9
60544.01389	E15	-109.29	-110.26	15.4
60544.01389	E21	-110.27	-110.51	27.9
60544.01389	E26	-110.50	-110.14	43.5
60544.01736	E03	-109.37	-110.01	10.5
60544.01736	E07	-109.61	-110.45	37.5
60544.01736	E08	-110.53	-110.36	42.9
60544.01736	E13	-109.73	-110.28	56.4
60544.01736	E15	-109.65	-110.34	14.4
60544.01736	E21	-110.37	-110.51	26.3
60544.01736	E26	-109.76	-110.31	44.6
60544.02083	E07	-110.33	-110.18	39.4
60544.02083	E08	-110.25	-110.21	43.0
60544.02083	E13	-109.45	-110.16	55.8
60544.02083	E15	-108.69	-110.38	13.5
60544.02083	E21	-109.31	-110.46	24.8
60544.02083	E26	-109.30	-111.00	45.7
60544.02431	E07	-108.79	-110.86	41.2
60544.02431	E08	-110.46	-109.97	43.0
60544.02431	E13	-109.41	-110.31	55.2
60544.02431	E15	-109.66	-109.38	12.5
60544.02431	E21	-109.68	-110.50	23.2
60544.02431	E26	-109.56	-110.24	46.7
60544.02778	E07	-110.73	-110.19	43.2
60544.02778	E08	-110.22	-109.81	42.8
60544.02778	E13	-109.26	-110.28	54.6
60544.02778	E15	-110.43	-110.34	11.6
60544.02778	E21	-109.28	-110.79	21.6
60544.02778	E26	-109.45	-110.21	47.8
60544.03125	E07	-109.23	-110.33	45.0
60544.03125	E08	-109.42	-110.03	42.6
60544.03125	E13	-109.41	-109.82	54.0
60544.03125	E15	-109.90	-109.95	10.6
60544.03125	E21	-110.22	-109.90	20.1
60544.03125	E26	-109.29	-110.56	48.9
60544.03472	E07	-110.12	-110.24	46.9
60544.03472	E08	-110.40	-110.01	42.2
60544.03472	E13	-109.39	-109.94	53.3
60544.03472	E15	-110.58	-110.02	10.1
60544.03472	E21	-110.50	-110.51	18.5
60544.03472	E26	-109.99	-110.39	50.0
60544.03819	E07	-109.82	-109.70	48.8
60544.03819	E08	-110.10	-110.23	41.8
60544.03819	E13	-109.28	-110.10	52.7
60544.03819	E26	-109.59	-110.90	51.2
60544.04167	E07	-110.71	-110.47	50.6
60544.04167	E08	-109.25	-110.04	41.2
60544.04167	E13	-109.79	-110.16	52.0
60544.04167	E26	-108.92	-110.28	52.3
60544.04514	E07	-109.62	-109.92	52.5
60544.04514	E08	-109.37	-110.14	40.5
60544.04514	E13	-109.74	-110.39	51.3
60544.04514	E26	-109.68	-110.11	53.4
60544.04861	E07	-109.98	-110.17	54.4
60544.04861	E08	-109.63	-110.06	39.7
60544.04861	E13	-109.89	-110.14	50.5
60544.04861	E26	-109.69	-109.83	54.7
60544.05208	E07	-109.84	-110.29	56.2
60544.05208	E08	-109.56	-110.39	38.9
60544.05208	E13	-110.03	-110.22	49.7
60544.05208	E26	-109.24	-110.04	55.9
60544.05556	E07	-109.87	-110.37	57.9
60544.05556	E08	-109.14	-110.32	37.9
60544.05556	E13	-109.52	-110.12	48.9
60544.05556	E26	-109.43	-110.23	57.1
60544.05903	E07	-109.84	-110.38	59.6
60544.05903	E08	-109.51	-110.36	36.9
60544.05903	E13	-109.94	-109.89	48.1
60544.05903	E26	-108.90	-109.73	58.3
60544.06250	E07	-110.01	-110.16	61.2
60544.06250	E08	-110.51	-109.99	35.8
60544.06250	E13	-110.21	-110.06	47.2
60544.06250	E26	-110.71	-110.19	59.6
60544.06597	E07	-109.35	-110.23	62.7
60544.06597	E08	-109.56	-110.24	34.7
60544.06597	E13	-110.45	-110.16	46.3
60544.06597	E26	-109.16	-109.91	60.8
60544.06944	E07	-109.60	-110.44	64.1
60544.06944	E08	-109.86	-110.24	33.4
60544.06944	E13	-109.75	-110.03	45.4
60544.06944	E26	-110.39	-110.41	62.1
60544.07292	E07	-109.02	-110.17	65.4
60544.07292	E08	-109.22	-110.19	32.2
60544.07292	E13	-109.37	-110.04	44.4
60544.07292	E26	-110.18	-110.42	63.4
60544.07639	E07	-109.50	-110.09	66.5
60544.07639	E08	-109.64	-110.35	30.9
60544.07639	E13	-110.21	-109.73	43.5
60544.07639	E26	-109.85	-110.55	64.6
60544.07986	E07	-109.45	-109.90	67.5
60544.07986	E08	-109.74	-110.60	29.5
60544.07986	E13	-110.59	-110.17	42.4
60544.07986	E26	-109.47	-110.37	65.9
60544.08333	E07	-109.86	-110.01	68.3
60544.08333	E08	-109.16	-110.63	28.1
60544.08333	E13	-108.96	-110.09	41.4
60544.08333	E26	-109.42	-110.39	67.2
60544.08681	E07	-109.67	-110.10	68.8
60544.08681	E08	-109.51	-110.05	26.7
60544.08681	E13	-109.49	-110.39	40.3
60544.08681	E26	-109.61	-110.52	68.5
60544.09028	E07	-109.71	-110.31	69.2
60544.09028	E08	-110.20	-110.42	25.3
60544.09028	E13	-110.56	-110.03	39.2
60544.09028	E26	-109.78	-110.07	69.7
60544.09375	E07	-109.33	-110.03	69.2
60544.09375	E08	-109.93	-110.54	23.8
60544.09375	E13	-109.58	-109.62	38.1
60544.09375	E26	-108.66	-109.99	70.9
60544.09722	E07	-109.70	-110.11	69.1
60544.09722	E08	-109.42	-110.04	22.4
60544.09722	E13	-109.35	-110.57	37.0
60544.09722	E26	-108.79	-110.49	72.1
60544.10069	E07	-109.44	-110.07	68.7
60544.10069	E08	-109.52	-110.44	20.9
60544.10069	E13	-110.78	-110.20	35.8
60544.10069	E26	-109.74	-110.22	73.2
60544.10417	E07	-109.35	-110.13	68.1
60544.10417	E08	-110.49	-110.72	19.5
60544.10417	E13	-108.51	-109.76	34.6
60544.10417	E26	-109.65	-110.01	74.1
60544.10764	E07	-109.19	-110.10	67.3
60544.10764	E08	-109.76	-110.12	18.0
60544.10764	E13	-109.31	-110.49	33.4
60544.10764	E26	-109.19	-110.09	75.0
60544.11111	E07	-108.98	-110.12	66.3
60544.11111	E08	-109.21	-110.71	16.4
60544.11111	E13	-109.18	-110.63	32.1
60544.11111	E26	-109.28	-110.15	75.8
60544.11458	E07	-109.57	-110.17	65.1
60544.11458	E08	-110.52	-110.34	14.9
60544.11458	E13	-108.72	-110.68	30.8
60544.11458	E26	-109.23	-110.20	76.4
60544.11806	E07	-109.51	-109.78	63.9
60544.11806	E08	-110.19	-110.46	13.4
60544.11806	E13	-109.99	-109.97	29.5
60544.11806	E26	-109.48	-110.00	76.8
60544.12153	E07	-109.60	-109.91	62.5
60544.12153	E08	-110.48	-110.48	11.8
60544.12153	E13	-109.18	-110.39	28.2
60544.12153	E26	-109.11	-110.11	76.9
60544.12500	E07	-109.42	-109.89	61.1
60544.12500	E08	-110.03	-108.99	10.6
60544.12500	E13	-109.62	-109.90	26.9
60544.12500	E26	-109.39	-110.04	76.8
60544.12847	E07	-109.54	-110.03	59.5
60544.12847	E13	-109.24	-110.03	25.5
60544.12847	E26	-109.53	-110.12	76.4
60544.13194	E07	-109.60	-110.13	58.0
60544.13194	E13	-109.83	-110.52	24.1
60544.13194	E19	-107.67	-110.08	17.1
60544.13194	E26	-109.66	-109.90	75.8
60544.13542	E07	-109.24	-109.94	56.4
60544.13542	E13	-109.90	-110.22	22.7
60544.13542	E19	-109.53	-109.76	18.7
60544.13542	E26	-109.55	-110.24	75.0
60544.13889	E07	-109.56	-110.26	54.7
60544.13889	E13	-109.56	-110.32	21.3
60544.13889	E19	-108.56	-110.75	20.3
60544.13889	E26	-109.35	-110.19	74.0
60544.14236	E07	-109.84	-110.00	53.1
60544.14236	E13	-110.42	-110.23	19.9
60544.14236	E19	-109.11	-110.67	21.9
60544.14236	E26	-109.07	-110.04	72.8
60544.14583	E07	-109.77	-110.23	51.4
60544.14583	E13	-109.63	-109.67	18.5
60544.14583	E19	-108.43	-110.21	23.5
60544.14583	E26	-109.35	-110.14	71.5
60544.14931	E07	-109.39	-110.40	49.7
60544.14931	E13	-109.68	-109.70	17.0
60544.14931	E19	-108.50	-111.03	25.1
60544.14931	E26	-109.46	-110.09	70.1
60544.15278	E07	-109.93	-110.28	48.1
60544.15278	E13	-109.43	-109.79	15.5
60544.15278	E19	-108.98	-109.94	26.7
60544.15278	E26	-109.70	-110.00	68.5
60544.15625	E07	-109.53	-110.22	46.4
60544.15625	E13	-109.55	-110.02	14.1
60544.15625	E19	-108.00	-110.02	28.3
60544.15625	E26	-108.84	-109.99	66.9
60544.15972	E07	-109.63	-110.17	44.7
60544.15972	E13	-110.42	-109.83	12.6
60544.15972	E19	-108.66	-111.03	29.8
60544.15972	E26	-110.03	-110.04	65.3
60544.16319	E07	-109.64	-110.43	43.0
60544.16319	E19	-107.34	-110.08	31.4
60544.16319	E26	-109.55	-110.27	63.6
60544.16667	E07	-109.80	-110.32	41.4
60544.16667	E12	-110.93	-111.38	10.5
60544.16667	E13	-110.99	-110.70	10.2
60544.16667	E19	-108.56	-109.47	32.9
60544.16667	E26	-108.74	-110.00	61.9
60544.17014	E07	-110.42	-110.17	39.8
60544.17014	E12	-110.42	-109.97	11.7
60544.17014	E19	-108.80	-109.64	34.4
60544.17014	E26	-110.18	-110.04	60.1
60544.17361	E07	-109.88	-109.87	38.1
60544.17361	E12	-110.16	-109.43	13.3
60544.17361	E19	-109.85	-110.26	36.0
60544.17361	E26	-109.65	-110.26	58.2
60544.17708	E07	-110.21	-110.24	36.5
60544.17708	E12	-109.75	-109.08	14.8
60544.17708	E19	-109.04	-110.63	37.5
60544.17708	E26	-109.11	-110.77	56.3
60544.18056	E07	-109.29	-110.39	34.9
60544.18056	E12	-109.40	-109.01	16.4
60544.18056	E19	-108.91	-109.96	38.9
60544.18056	E26	-109.84	-110.10	54.4
60544.18403	E07	-109.86	-110.17	33.3
60544.18403	E12	-111.62	-110.51	17.9
60544.18403	E19	-109.81	-109.77	40.4
60544.18403	E26	-109.26	-110.60	52.5
60544.18750	E07	-110.15	-110.00	31.7
60544.18750	E12	-112.46	-110.99	19.5
60544.18750	E19	-109.42	-109.97	41.8
60544.18750	E26	-110.01	-110.30	50.6
60544.19097	E07	-108.97	-110.32	30.2
60544.19097	E12	-110.04	-110.21	21.1
60544.19097	E19	-109.24	-110.48	43.2
60544.19097	E26	-109.21	-110.15	48.7
60544.19444	E07	-109.73	-110.17	28.7
60544.19444	E12	-110.05	-109.87	22.7
60544.19444	E19	-109.67	-110.36	44.6
60544.19444	E26	-110.15	-110.30	46.8
60544.19792	E07	-109.57	-110.21	27.2
60544.19792	E12	-109.73	-110.70	24.2
60544.19792	E19	-109.93	-109.77	45.9
60544.19792	E26	-109.06	-110.23	44.9
60544.20139	E07	-109.01	-110.37	25.7
60544.20139	E12	-109.94	-110.71	25.8
60544.20139	E19	-109.79	-109.80	47.2
60544.20139	E26	-109.92	-110.02	42.9
60544.20486	E07	-109.43	-109.99	24.2
60544.20486	E12	-109.15	-110.16	27.4
60544.20486	E19	-109.91	-109.64	48.5
60544.20486	E26	-109.38	-110.43	41.0
60544.20833	E07	-110.07	-110.46	22.8
60544.20833	E12	-109.57	-109.52	28.9
60544.20833	E19	-109.86	-110.04	49.8
60544.20833	E26	-110.52	-110.05	39.1
60544.21181	E07	-110.06	-109.90	21.4
60544.21181	E12	-110.46	-109.85	30.5
60544.21181	E19	-108.55	-110.38	51.0
60544.21181	E26	-109.81	-110.43	37.1
60544.21528	E07	-110.82	-110.85	20.0
60544.21528	E10	-110.40	-109.98	10.2
60544.21528	E12	-109.37	-110.34	32.0
60544.21528	E19	-109.39	-109.62	52.1
60544.21528	E26	-109.52	-110.01	35.2
60544.21875	E07	-110.31	-109.55	18.6
60544.21875	E10	-109.85	-108.92	11.2
60544.21875	E12	-109.51	-109.92	33.5
60544.21875	E19	-110.11	-109.20	53.3
60544.21875	E26	-109.35	-109.63	33.3
60544.22222	E07	-110.50	-110.39	17.3
60544.22222	E10	-109.94	-112.83	12.7
60544.22222	E12	-108.85	-110.44	35.0
60544.22222	E19	-110.52	-109.63	54.3
60544.22222	E26	-108.95	-110.48	31.4
60544.22569	E07	-111.43	-109.96	16.0
60544.22569	E10	-107.86	-112.11	14.2
60544.22569	E12	-109.03	-110.10	36.5
60544.22569	E19	-110.33	-109.75	55.4
60544.22569	E26	-109.80	-110.19	29.5
60544.22917	E07	-109.49	-110.07	14.7
60544.22917	E10	-109.10	-111.89	15.6
60544.22917	E12	-109.66	-109.88	37.9
60544.22917	E19	-109.88	-109.80	56.3
60544.22917	E26	-108.68	-110.22	27.7
60544.23264	E07	-109.06	-109.77	13.5
60544.23264	E10	-110.61	-111.07	17.1
60544.23264	E12	-110.12	-109.92	39.2
60544.23264	E19	-110.51	-110.00	57.2
60544.23264	E26	-108.91	-109.12	25.8
60544.23264	E27	-108.72	-110.25	10.1
60544.23611	E07	-111.23	-109.49	12.1
60544.23611	E10	-109.24	-111.20	18.7
60544.23611	E12	-110.72	-110.68	40.7
60544.23611	E19	-110.84	-109.69	58.2
60544.23611	E26	-110.01	-109.92	23.9
60544.23611	E27	-110.00	-111.76	10.8
60544.23958	E07	-111.33	-110.94	10.9
60544.23958	E10	-109.22	-112.36	20.1
60544.23958	E12	-108.75	-110.93	41.9
60544.23958	E19	-110.76	-110.07	59.0
60544.23958	E26	-107.91	-110.06	22.0
60544.23958	E27	-109.70	-110.61	11.8
60544.24306	E07	-109.82	-112.16	10.2
60544.24306	E10	-107.05	-109.93	21.6
60544.24306	E12	-109.39	-110.21	43.1
60544.24306	E19	-109.30	-110.35	59.8
60544.24306	E26	-107.99	-110.32	20.2
60544.24306	E27	-109.87	-111.25	12.9
60544.24653	E10	-108.44	-109.82	23.0
60544.24653	E12	-109.70	-110.17	44.3
60544.24653	E19	-109.91	-109.83	60.5
60544.24653	E26	-108.91	-109.71	18.3
60544.24653	E27	-110.06	-110.83	13.9
60544.25000	E10	-108.59	-109.84	24.4
60544.25000	E12	-109.21	-110.15	45.3
60544.25000	E19	-109.18	-109.99	61.2
60544.25000	E26	-108.34	-109.43	16.5
60544.25000	E27	-109.46	-110.36	14.8
60544.25347	E10	-110.25	-110.29	25.7
60544.25347	E12	-110.30	-110.51	46.3
60544.25347	E19	-109.73	-110.02	61.8
60544.25347	E26	-109.39	-111.40	14.7
60544.25347	E27	-109.97	-110.35	15.8
60544.25694	E10	-109.72	-109.67	27.0
60544.25694	E12	-110.15	-110.51	47.2
60544.25694	E19	-109.40	-110.20	62.3
60544.25694	E26	-108.60	-110.36	13.0
60544.25694	E27	-109.59	-110.78	16.6
60544.26042	E10	-109.18	-110.91	28.3
60544.26042	E12	-109.36	-109.80	47.9
60544.26042	E19	-108.66	-110.19	62.8
60544.26042	E21	-109.43	-110.82	12.6
60544.26042	E26	-110.50	-110.49	11.2
60544.26042	E27	-109.97	-110.46	17.5
60544.26389	E10	-109.67	-109.88	29.5
60544.26389	E12	-108.28	-109.53	48.5
60544.26389	E19	-109.43	-110.29	63.2
60544.26389	E21	-109.43	-110.99	14.0
60544.26389	E26	-109.63	-107.77	10.2
60544.26389	E27	-110.07	-110.39	18.3
60544.26736	E10	-109.45	-110.46	30.6
60544.26736	E12	-109.88	-109.96	49.1
60544.26736	E19	-109.76	-110.80	63.6
60544.26736	E21	-108.88	-110.91	15.5
60544.26736	E27	-109.06	-110.51	19.0
60544.27083	E10	-108.53	-110.57	31.7
60544.27083	E12	-110.11	-110.12	49.4
60544.27083	E19	-109.96	-110.22	63.9
60544.27083	E21	-109.07	-110.30	16.9
60544.27083	E27	-109.82	-109.38	19.7
60544.27431	E10	-109.76	-111.40	32.7
60544.27431	E11	-111.34	-113.06	10.6
60544.27431	E12	-109.21	-109.97	49.7
60544.27431	E19	-109.96	-110.02	64.1
60544.27431	E21	-110.12	-110.41	18.4
60544.27431	E27	-109.44	-109.60	20.3
60544.27778	E10	-108.67	-110.73	33.7
60544.27778	E11	-109.83	-111.59	11.9
60544.27778	E12	-110.00	-109.78	49.8
60544.27778	E19	-109.52	-110.03	64.3
60544.27778	E21	-110.03	-109.96	19.8
60544.27778	E27	-109.79	-109.63	20.9
60544.28125	E04	-112.47	-109.29	19.1
60544.28125	E10	-108.44	-110.35	34.5
60544.28125	E11	-109.12	-112.15	13.1
60544.28125	E12	-109.88	-110.58	49.7
60544.28125	E19	-109.97	-110.06	64.5
60544.28125	E21	-109.75	-110.14	21.3
60544.28125	E27	-109.53	-110.00	21.4
60544.28472	E04	-111.72	-112.32	20.1
60544.28472	E10	-108.47	-109.62	35.3
60544.28472	E11	-110.35	-111.79	14.4
60544.28472	E12	-110.53	-110.35	49.6
60544.28472	E19	-109.54	-109.99	64.6
60544.28472	E21	-110.17	-110.33	22.8
60544.28472	E27	-109.76	-109.51	21.8
60544.28819	E04	-110.43	-109.78	21.1
60544.28819	E10	-110.01	-110.40	36.0
60544.28819	E11	-108.57	-110.63	15.6
60544.28819	E12	-109.78	-110.04	49.2
60544.28819	E19	-109.60	-110.44	64.6
60544.28819	E21	-109.30	-110.09	24.3
60544.28819	E27	-109.52	-110.49	22.2
60544.29167	E04	-110.60	-108.53	22.0
60544.29167	E10	-109.35	-110.20	36.6
60544.29167	E11	-109.28	-110.46	16.6
60544.29167	E12	-109.09	-109.81	48.8
60544.29167	E19	-109.55	-110.76	64.6
60544.29167	E21	-110.32	-109.84	25.7
60544.29167	E27	-109.20	-109.86	22.4
60544.29514	E04	-111.35	-109.98	23.0
60544.29514	E10	-109.52	-109.68	37.1
60544.29514	E11	-108.77	-111.18	17.7
60544.29514	E12	-109.85	-110.23	48.2
60544.29514	E19	-110.05	-110.73	64.5
60544.29514	E21	-109.81	-109.72	27.2
60544.29514	E27	-108.63	-110.16	22.6
60544.29861	E04	-110.59	-111.17	24.1
60544.29861	E10	-107.85	-109.67	37.5
60544.29861	E11	-109.12	-110.78	18.8
60544.29861	E12	-109.70	-110.41	47.5
60544.29861	E19	-109.79	-110.42	64.4
60544.29861	E21	-109.12	-109.88	28.7
60544.29861	E27	-108.91	-109.97	22.7
60544.30208	E04	-110.45	-110.91	25.1
60544.30208	E10	-108.29	-109.58	37.8
60544.30208	E11	-109.68	-111.05	19.8
60544.30208	E12	-109.65	-110.23	46.7
60544.30208	E19	-110.00	-110.45	64.3
60544.30208	E21	-110.08	-109.68	30.2
60544.30208	E27	-109.78	-109.80	22.8
60544.30556	E04	-110.90	-110.08	26.1
60544.30556	E10	-108.28	-110.77	38.0
60544.30556	E11	-109.35	-111.22	20.7
60544.30556	E12	-110.53	-110.23	45.7
60544.30556	E19	-109.92	-109.94	64.1
60544.30556	E21	-109.47	-110.07	31.6
60544.30556	E27	-110.15	-110.11	22.7
60544.30903	E04	-112.13	-110.54	27.1
60544.30903	E10	-109.85	-110.08	38.0
60544.30903	E11	-108.25	-109.06	21.6
60544.30903	E12	-109.16	-109.65	44.7
60544.30903	E19	-108.93	-110.31	63.9
60544.30903	E21	-109.92	-110.38	33.0
60544.30903	E27	-109.38	-109.77	22.6
60544.31250	E04	-110.29	-110.90	28.1
60544.31250	E10	-108.51	-109.79	38.0
60544.31250	E11	-109.70	-110.19	22.3
60544.31250	E12	-109.86	-109.48	43.6
60544.31250	E19	-109.76	-110.11	63.7
60544.31250	E21	-109.02	-109.91	34.4
60544.31250	E27	-109.38	-110.35	22.3
60544.31597	E04	-111.57	-109.59	29.1
60544.31597	E10	-108.20	-110.23	37.8
60544.31597	E11	-108.91	-110.46	23.0
60544.31597	E12	-110.69	-109.71	42.4
60544.31597	E19	-109.07	-110.21	63.4
60544.31597	E21	-109.98	-109.86	35.7
60544.31597	E27	-109.37	-110.42	22.0
60544.31944	E04	-110.27	-110.24	30.1
60544.31944	E10	-108.11	-109.81	37.5
60544.31944	E11	-108.21	-109.87	23.7
60544.31944	E12	-109.22	-110.61	41.1
60544.31944	E19	-109.43	-110.14	63.1
60544.31944	E21	-109.34	-110.02	37.0
60544.31944	E27	-109.04	-110.33	21.7
60544.32292	E04	-109.53	-110.55	31.2
60544.32292	E10	-109.07	-110.22	37.2
60544.32292	E11	-108.89	-110.49	24.2
60544.32292	E12	-110.17	-110.32	39.8
60544.32292	E19	-109.65	-110.09	62.7
60544.32292	E21	-108.76	-109.77	38.3
60544.32292	E27	-109.26	-110.17	21.2
60544.32639	E04	-110.87	-110.36	32.2
60544.32639	E10	-110.07	-110.64	36.7
60544.32639	E11	-108.47	-109.82	24.7
60544.32639	E12	-108.99	-109.72	38.4
60544.32639	E19	-109.18	-110.30	62.3
60544.32639	E21	-110.43	-110.04	39.5
60544.32639	E27	-109.39	-110.38	20.6
60544.32986	E04	-111.13	-110.85	33.2
60544.32986	E10	-111.03	-110.20	36.1
60544.32986	E11	-108.81	-109.40	25.1
60544.32986	E12	-109.98	-109.55	37.0
60544.32986	E19	-109.52	-109.86	61.9
60544.32986	E21	-108.52	-110.32	40.6
60544.32986	E27	-109.22	-110.27	20.0
60544.33333	E04	-108.96	-110.37	34.3
60544.33333	E10	-109.23	-109.91	35.4
60544.33333	E11	-109.91	-110.14	25.3
60544.33333	E12	-110.40	-109.77	35.5
60544.33333	E19	-109.89	-110.05	61.5
60544.33333	E21	-108.74	-110.59	41.6
60544.33333	E27	-109.75	-110.02	19.3
60544.33681	E04	-108.93	-110.00	35.3
60544.33681	E10	-108.07	-110.13	34.7
60544.33681	E11	-108.92	-109.65	25.5
60544.33681	E12	-110.31	-109.39	34.0
60544.33681	E19	-109.66	-109.92	61.1
60544.33681	E21	-109.98	-109.85	42.6
60544.33681	E27	-108.79	-110.99	18.6
60544.34028	E04	-110.70	-110.37	36.4
60544.34028	E10	-108.19	-110.14	33.8
60544.34028	E11	-109.27	-110.21	25.6
60544.34028	E12	-109.45	-109.83	32.5
60544.34028	E19	-109.99	-109.79	60.6
60544.34028	E21	-109.79	-109.72	43.5
60544.34028	E27	-109.64	-110.05	17.8
60544.34375	E04	-109.23	-110.22	37.5
60544.34375	E10	-110.15	-110.68	32.9
60544.34375	E11	-110.84	-110.60	25.7
60544.34375	E12	-109.09	-110.30	30.9
60544.34375	E19	-109.76	-110.30	60.1
60544.34375	E21	-108.88	-109.61	44.3
60544.34375	E27	-109.71	-110.92	16.9
60544.34722	E04	-110.05	-110.26	38.6
60544.34722	E10	-109.50	-109.65	31.9
60544.34722	E11	-109.45	-109.61	25.6
60544.34722	E12	-107.85	-110.59	29.4
60544.34722	E19	-109.44	-110.28	59.5
60544.34722	E21	-109.25	-110.42	45.0
60544.34722	E27	-109.72	-109.85	15.9
60544.35069	E04	-110.78	-110.17	39.7
60544.35069	E10	-108.85	-109.95	30.9
60544.35069	E11	-109.64	-110.07	25.4
60544.35069	E12	-110.49	-110.22	27.8
60544.35069	E19	-109.26	-110.13	59.0
60544.35069	E21	-109.31	-110.24	45.6
60544.35069	E27	-109.34	-110.49	14.9
60544.35417	E04	-109.17	-110.60	40.7
60544.35417	E10	-109.14	-109.81	29.8
60544.35417	E11	-108.77	-109.53	25.2
60544.35417	E12	-110.65	-110.26	26.3
60544.35417	E19	-109.47	-110.24	58.4
60544.35417	E21	-110.05	-110.26	46.0
60544.35417	E27	-109.07	-110.73	13.9
60544.35764	E04	-109.92	-110.66	41.9
60544.35764	E10	-109.16	-110.00	28.7
60544.35764	E11	-110.70	-110.03	24.8
60544.35764	E12	-109.94	-110.01	24.7
60544.35764	E19	-109.43	-110.00	57.8
60544.35764	E21	-109.27	-110.31	46.4
60544.35764	E27	-108.73	-110.96	12.8
60544.36111	E04	-109.90	-110.36	43.1
60544.36111	E10	-107.09	-109.73	27.4
60544.36111	E11	-109.83	-109.39	24.4
60544.36111	E12	-109.76	-110.68	23.0
60544.36111	E19	-108.65	-109.99	57.1
60544.36111	E21	-110.40	-110.01	46.6
60544.36111	E27	-108.97	-110.03	11.6
60544.36458	E04	-109.85	-109.88	44.2
60544.36458	E10	-109.79	-110.06	26.1
60544.36458	E11	-110.06	-109.71	23.9
60544.36458	E12	-109.02	-109.91	21.4
60544.36458	E19	-110.04	-110.03	56.5
60544.36458	E21	-110.00	-109.63	46.7
60544.36458	E27	-110.08	-109.72	10.5
60544.36806	E04	-109.36	-111.02	45.4
60544.36806	E10	-108.20	-110.00	24.9
60544.36806	E11	-109.33	-109.92	23.3
60544.36806	E12	-110.31	-110.37	19.9
60544.36806	E19	-109.75	-109.98	55.8
60544.36806	E21	-109.65	-110.23	46.7
60544.37153	E04	-109.54	-110.56	46.6
60544.37153	E10	-111.69	-109.78	23.5
60544.37153	E11	-108.94	-109.50	22.7
60544.37153	E12	-113.94	-110.56	18.3
60544.37153	E19	-109.50	-109.89	55.0
60544.37153	E21	-109.92	-110.32	46.6
60544.37500	E04	-109.61	-110.12	47.9
60544.37500	E10	-111.04	-111.32	22.2
60544.37500	E11	-109.17	-108.20	22.0
60544.37500	E19	-109.31	-109.75	54.3
60544.37500	E21	-110.14	-110.06	46.3
60544.37847	E04	-108.88	-110.04	49.1
60544.37847	E10	-107.90	-109.24	20.9
60544.37847	E11	-111.15	-109.62	21.2
60544.37847	E19	-109.54	-110.18	53.5
60544.37847	E21	-110.00	-110.42	45.9
60544.37847	E31	-108.87	-110.91	10.4
60544.38194	E04	-109.79	-110.43	50.4
60544.38194	E19	-109.73	-109.92	52.7
60544.38194	E21	-109.91	-110.23	45.4
60544.38194	E31	-109.73	-110.91	11.7
60544.38542	E04	-109.18	-110.14	51.7
60544.38542	E19	-109.71	-109.85	51.9
60544.38542	E21	-109.72	-110.33	44.7
60544.38542	E31	-111.10	-111.13	13.4
60544.38889	E04	-109.14	-110.21	53.0
60544.38889	E19	-109.32	-109.89	51.0
60544.38889	E21	-109.82	-110.15	44.0
60544.38889	E31	-111.02	-111.81	15.1
60544.39236	E04	-108.71	-110.19	54.3
60544.39236	E10	-112.39	-109.68	15.3
60544.39236	E19	-109.81	-109.80	50.1
60544.39236	E21	-110.39	-110.13	43.2
60544.39236	E31	-110.30	-110.68	16.9
60544.39583	E04	-110.04	-110.06	55.6
60544.39583	E09	-110.01	-111.05	11.3
60544.39583	E19	-109.40	-110.00	49.2
60544.39583	E21	-109.57	-110.04	42.2
60544.39583	E31	-111.09	-111.02	18.7
60544.39931	E04	-108.77	-110.34	57.0
60544.39931	E09	-106.61	-112.96	12.5
60544.39931	E19	-109.24	-109.92	48.3
60544.39931	E21	-109.31	-110.09	41.2
60544.39931	E31	-112.34	-111.56	20.5
60544.40278	E04	-110.03	-109.77	58.4
60544.40278	E19	-109.31	-109.88	47.3
60544.40278	E21	-110.01	-110.51	40.1
60544.40278	E31	-110.05	-110.41	22.3
